Ann.Ret,Ann.Vol,Sharpe,MDD,Total,ENTRY,EXIT,VIX_Q
0.0008002458671954203,0.1017770849219534,0.007862731260274154,-0.4172041215535246,-0.09445940572918166,1.5,0.1,0.8
-0.0006702107467186816,0.03764115260527667,-0.0178052663197335,-0.18718737451883827,-0.030860969276846673,2.5,0.2,0.8
-0.0010403606980287589,0.03717058172416005,-0.02798881937735582,-0.18718737451883827,-0.038568878518903116,2.5,0.2,0.75
-0.004245980346847096,0.10560555132035143,-0.040206033620022834,-0.5134328687062476,-0.1996012054999814,1.0,0.5,0.9
-0.004630020178006086,0.10714715530909243,-0.04321178816786735,-0.4376941979174175,-0.20940501625101515,1.5,0.1,0.85
-0.0032123499154119183,0.044498974760182504,-0.07218930172490885,-0.24622685598768634,-0.0909144731127226,2.5,0.1,0.8
-0.006940672749236043,0.08713526942201039,-0.0796539999850259,-0.43169239301981266,-0.2159620021609252,1.5,0.2,0.75
-0.011672837609363378,0.13972681106330678,-0.08354042807199473,-0.8086313707551953,-0.3845246544972235,1.0,0.0,0.8
-0.010465120854575934,0.12207862434418283,-0.08572443301024638,-0.6457101422079701,-0.3335655489982502,1.0,0.1,0.75
-0.004098248810948848,0.043278804394661315,-0.09469413187981666,-0.24622685598768634,-0.10788708137281422,2.5,0.1,0.75
-0.011019331628063494,0.11063459727853259,-0.09960113652622905,-0.5651022207306642,-0.3217788228964549,1.5,0.1,0.9
-0.015177975448267461,0.12554021570187274,-0.1209013013352744,-0.6828891585368859,-0.40683794640553017,1.0,0.1,0.8
-0.011139129589438905,0.08911763922831124,-0.12499354432966378,-0.46570670496205135,-0.2898828525743251,1.5,0.2,0.8
-0.020801267363785108,0.1318323930759131,-0.15778570712743648,-0.6540485048250555,-0.4873260866792829,1.0,0.1,0.85
-0.014971099499882538,0.09445440941884696,-0.15850080046019832,-0.5436519612986555,-0.3561372842870222,1.5,0.2,0.85
-0.018915868094199848,0.09696074713906132,-0.19508789538379556,-0.625777049865502,-0.4143607532406651,1.5,0.2,0.9
-0.024052303010402128,0.11195204840011522,-0.21484468890144376,-0.6094109248455364,-0.4968388051864533,1.0,0.2,0.75
-0.032159453503007106,0.13752899206655692,-0.23383762957735918,-0.7178338450204711,-0.6104390046117221,1.0,0.1,0.9
-0.03191119182009791,0.12161038404799439,-0.26240515618718824,-0.6681977852433578,-0.5895728891438469,1.0,0.2,0.85
-0.03125936396899128,0.11541228042790376,-0.2708495478392225,-0.6842063835030778,-0.5764193060957842,1.0,0.2,0.8
-0.05215071943586743,0.15398058649183008,-0.33868373035866084,-0.908254492419018,-0.7653805149428594,1.0,0.0,0.9
-0.04439996823491269,0.1257941562719197,-0.3529573197258595,-0.7510626585046571,-0.6943008923040657,1.0,0.2,0.9
